,ID,Nodes,cables,circuits,frequency,power,voltage,wires,source,barrier,disused:power,end_date,generator:source,generator:type,landuse,name,name:da,name:fr,name:ru,note:de,operator,plant:output:electricity,ref,start_date,wikidata,wikipedia,line,removed:power,removed:voltage,location,substation,layer,was:voltage,highway,oneway,building,fixme,power:demolished,maxspeed,surface,removed:line,from,to,abandoned:power,note,website,demolished:power,description,capacity,fee,power_supply,sanitary_dump_station,tourism,water_point,artwork_type,area,wheelchair,caravans,dog,sanitary_dump_station:chemical_toilet,seamark:cable_submarine:category,seamark:type,plant:output:hot_water,plant:source,disused:substation,abandoned:cables,abandoned:voltage,abandoned,building:levels,height,material,year_of_construction,razed:power,man_made,street_cabinet,plant:method,ref:EU:ENTSOE_EIC,lines,service,seamark:cable_area:category,seamark:restricted_area:restriction,generator:method,transformer,abandoned:substation,description:de,historic,object:postcode,object:street,object:village,owner,roof:shape,construction:power,object:town,old_operator,fuel:biogas,fuel,seamark:source,seamark:cable_overhead:category,seamark:cable_overhead:clearance_height_safe,name:signed,tents,official_name,opening_date,seamark:name,seamark:production_area:category,seamark:production_area:condition,construction:substation
688,208903248,"['3217299328', '3217299327', '3217299326', '3217299325', '3217299324', '3217299323', '3217299322', '3217299321', '3217299320', '3217299319', '3217299318', '3217299317', '3217299316', '3217299315', '3217299314', '3217299313', '3217299312', '3217299311', '2191574732', '2191574736', '2191574729', '2191567645', '2164521388', '2164521346', '2164521382', '2164521344', '2164521356', '2164521387', '2164521375', '2164521362', '2164521381', '2164521368', '2164521309', '2164521348', '2164521306', '2164521380', '2164521326', '2164521301', '2164521336', '2164521303', '2164521359', '2164521298', '2164521390', '2164521341', '2164521373', '2164521334', '2164521329', '2164521353', '2164521296', '2164521377', '2164521365', '2164521384', '2164521332', '2164521351', '2164521386', '2164521339']", , ,50,minor_line,20000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
689,209017078,"['2192603289', '2192603295', '2192603325', '2192603284', '2192603293', '2192603297', '2192603291', '2192603320', '2192603316', '2192603308', '2192603306', '2192603312', '2192603318', '2192603324', '2192603310', '2192603322', '2192603314']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
690,209017989,"['2192612252', '2192612251', '2192612250', '2192603308']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
691,210730528,"['2208008695', '2208008684', '2208008691', '2208008699', '2208008714', '2208008695']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , ,distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
692,210954206,"['2209821728', '4846153005', '2209821737', '2209821791', '2209821844', '2209821846', '2209821857', '2209821801', '2209821731', '2209821728']", , , ,generator, , , , , , ,biomass, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
693,211128686,"['248536108', '2211322718', '1147782458']",3, , ,line,30000,single, , , , , , , , , , , , ,Schleswig-Holstein Netz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
694,211140135,"['2859848387', '2859848386', '2859848385', '2859848384', '2859848383', '2859848360', '2859848354', '2859848355', '2859848356', '2859848357', '2859848358', '2859848382', '2859848381', '2859848380', '2859848379', '2859848378', '2859848377', '2859848376', '2859848374', '2859848375', '2859848367', '2859848373', '2859848372', '2211454120', '2211454124', '2211454208', '2211454335', '2211454393', '2211454482', '2859848370', '2211454738', '2859848371', '2211454948', '2211455037', '2211455097', '2859727178']", , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
695,211202483,"['2212126250', '2212126255', '2212126257', '2212126254', '2212126251', '2212126252', '2212126249', '2212126256']",3, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
696,211432355,"['2564203830', '2214475952', '2214475954', '2214475955', '2214475956', '2214475957', '2214475958', '2214475959', '2214475961', '2214475962', '2214475966', '2214475973', '2214475984', '2214475999', '2790672460', '2790672469', '2790672463', '2790672465']", , ,50,minor_line,20000, , , , , , , , , , , , , ,EON_Netz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
697,211473255,"['2253762891', '2253762890', '2214854558', '2214854547', '2214854529', '2214854509', '2214854498', '2214854483', '2214854482', '2214854481', '2214854479', '2214854474', '2214854472', '2214854462', '2214854458', '2214854452', '2214854449', '2214854445', '2214854444', '2214854442', '2214854435', '2214854420']",3, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
698,212316716,"['2221840369', '2221840371', '2221840367', '2221840365', '2221840369']", , , ,sub_station, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
699,213105285,"['2228556724', '4335381792', '2228556733', '2228556735', '2228556738', '2228556743', '4335381794', '2228556747', '2228556751', '2228556756', '2228556774', '2228556778', '4335381795', '4335381796', '4335381797']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
700,215097103,"['2245145997', '2245145998', '2245145996', '2245145999', '2245145997']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
701,215472315,"['2249182823', '2249182827', '2249182832', '2249182826', '2249182823']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
702,217392437,"['2266649040', '2266649033', '2266649031', '2266649029', '2266649022', '2266649020', '2266649015', '2266649014', '2266649011', '2266649008']", , ,50,minor_line,20000, , , , , , , , , , , , , ,EON_Netz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
703,217392442,"['2266649008', '2266649018', '2266649028', '2266649035', '2266649042', '2266649044', '2266649052', '2266649057', '2266649065', '2266649076', '2266649082', '2266649085', '2266649086', '2266649087', '2266649090', '2266649088', '2266649089', '2266649091', '2266649093', '2266649095', '2266649097', '2266649098', '2266649099', '2266649100', '2266649101', '2266649102', '2500164853', '2500164854', '2500164855', '2500164856', '2500164857', '2500164851', '2500164852', '2500164844', '2500164850', '2500164849', '2500164843', '2500164848', '2500164847', '2500164846', '2500164845', '2266649103']", , ,50,minor_line,20000, , , , , , , , , , , , , ,EON_Netz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
704,217578048,"['2268626727', '2269655734', '2268626765', '2268626745', '2268626696', '2268626748', '2268626698', '2268626756', '2268626735', '2268626719', '2268626769', '2268626715', '2268626711', '2268626731', '2268626723', '2268626703', '2268626707', '2268626761', '2268626753', '2268626740', '2268631777', '2268631778', '2268633743', '2268633742', '2268633744', '2269474110', '2269474113', '2269474105']",3, ,50,minor_line,20000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
705,217640446,"['2364220063', '2270974528', '2269450615', '2269450614', '2269446300', '2269446305', '2269446308', '2269446286', '2269446312', '2269446303', '2269446297', '2269446292', '2278765384', '2269446295', '2268626719']",3, ,50,minor_line,20000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
706,217640868,"['2269851766', '2269462160', '2269462162', '2269462157', '2269462158', '2269462161', '2269462159', '2269452442', '2302568942', '2269452463', '2302568934', '2269452447', '2269452467', '2269452459', '2269452454', '2269452451', '2269446300']",3, ,50,minor_line,20000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
707,217726421,"['2289420237', '2289420235', '2289420233', '2289420232', '2289420238', '2289420234', '2289420230', '2270282219', '2270282220', '2270282221', '2270282222', '2270282225', '2270282228', '2270282232', '2270282235', '2270282234', '2270282233', '2289420231', '2270282231']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
708,218566222,"['2278060708', '2278060705', '2278060707', '2278060704', '2278060708']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
709,218892502,"['2280954538', '1905784104', '2280952715']", , , , , , , , , , , , , , , , , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
710,219135642,"['2283344302', '2283344300', '2283344303', '2283344301', '2283344302']", , , ,substation, , , , , , , , , , , , , , ,Schleswig-Holstein Netz, ,Loose - Osterhof -068, , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
711,219136745,"['2283353586', '2283353589', '2283353588', '2283353587', '2283353586']", , , ,substation, , , , , , , , , , , , , , ,Schleswig-Holstein Netz, ,Loose - An der Au - 054, , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
712,219405024,"['2285678564', '7305423869', '2285678568', '2285678572', '2285678569', '2285678564']", , , ,generator, , , , , , ,biomass, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
713,219469546,"['2286197590', '2286197592', '2286197599', '2286197611', '2286197612', '2286197613', '2286197615', '2286197617', '2286197619', '2286197621']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
714,219469549,"['2286197399', '2286197379', '2286197369', '2286197351', '2286197344']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
715,219512696,"['2286627175', '2286627204', '2286627195', '2286627169', '2286627175']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
716,219678608,"['2288181341', '2079713852']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
717,219868557,"['1470185116', '2290019423', '2290019427', '2290019424', '2290019425']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
718,219889448,"['2290198210', '2290198209', '2290198211', '2290198212', '2290198210']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
719,220866018,"['2299462224', '2299462219', '2299462226', '2299462231', '2299462224']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
720,221059568,"['2301121074', '2301121070', '2301121065', '2301121068', '2301121074']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
721,221096796,"['2301551746', '2301551748', '2301551744', '2301551742', '2301551746']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
722,221096797,"['2301551813', '2301551816', '2301551817', '2301551815', '2301551813']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
723,221166081,"['2302215643', '2302215645', '2302215629', '2302215641', '2302215643']", , , ,substation, , , , , , , , , , , , , , ,Stadtwerke Kiel AG, , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
724,221186277,"['2302415502', '2302415517', '2302415550']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
725,221192803,"['2302477820', '2302477858', '2302477881', '2302477907', '2302477940', '2302478012', '2302478041', '2302478057', '2302478075', '2302478104', '2302478117', '2302478118', '2302478119']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
726,221201444,"['2302563356', '2302563368', '2268745581']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
727,221201445,"['2548006293', '2302563374', '2302563356']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
728,221377772,"['2304039133', '2304039134', '2304039130', '2304039128', '2304039133']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
729,221377773,"['2304038857', '2304038856', '2304038852', '2304038853', '2304038857']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
730,221387181,"['2304111639', '2304111638', '2304111637', '2304111636', '2304111631', '2007409844']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
731,221387182,"['2007409844', '2304111629', '2304111628', '2304111627', '2304111626', '2304111625']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
732,221387183,"['2007409844', '2304111630', '2304111632', '2304111633', '2304111634', '2304111635']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
733,221393202,"['2304172062', '8423210414', '2304135745']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
734,221393203,"['2007409840', '2304172091']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
735,221397661,"['2304213071', '2304213079', '2304213080', '2304213081', '2304213082', '2304213083', '2304213084', '2304213085', '2304213086', '2007409833']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
736,221397662,"['2304213075', '2304213074', '2304213073', '2304213072', '2304213070', '2304213071']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
737,221452682,"['2304864654', '2304864644', '2304864620', '2304864619', '2304864618', '2304864617', '2304864616', '2304864615', '2304864614', '2304864613', '1838293874']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
738,221452782,"['8701493215', '8701493216', '8701508317', '8701508318', '2304865780', '2304865779', '2304865778']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
739,221463246,"['8693410175', '2304948007', '2304948006', '2304948005', '2304948004', '2304948003', '2304948002', '9543830598', '2304948001', '1777744326']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
740,221488336,"['2305143614', '2305143615', '2305143616', '2343005527', '2343005528', '2343005529', '2343005530']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
741,221488337,"['2305143609', '2305143610', '2305143611', '2305143612', '2305143613']", , , ,minor_line, , ,bing, , , , , , , , , , , , , , , , , , , , , , , , , , , ,Stehen dort nur noch die Masten?, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
742,221579823,"['2306130306', '2306130307', '2306130308', '2306130309', '2306130306']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
743,222341395,"['2313146106', '2313146105', '2313146103', '2313146104', '2313146106']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
744,222357154,"['2313307508', '2313307509', '2313307507', '2313307506', '2313307508']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
745,222566273,"['2315215160', '2934702331', '2315215163', '2934702330', '2315215165', '2342560135', '2934702332']", , ,50,minor_line,20000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
746,222663040,"['2316035625', '2316035629', '2316035633', '2316035627', '2316035625']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
747,222663041,"['2316035688', '2316035689', '2316035686', '2316035684', '2316035688']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
748,222663042,"['2316035652', '2316035654', '2316035648', '2316035646', '2316035652']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
749,223375965,"['2322772129', '2322772127', '2322772120', '2322772109', '2322772101', '2322772087']", , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
750,223380091,"['2322816757', '2322816758', '2322816759']", , , ,minor_line, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
751,223717976,"['2325999507', '2325999544', '2325999562', '2325999577', '2325999507']", , , ,substation, , ,Bing, , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
752,223717991,"['2325999486', '2325999598', '2325999505', '2325999649', '2325999486']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
753,224137527,"['2329693352', '2329693355', '2329693351', '2329693348', '2329693352']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
754,224137528,"['2329693432', '2329693435', '2329693436', '2329693434', '2329693432']", , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
755,224209258,"['4046044552', '4046044551', '6279044579', '2330316603', '2330316584', '2330316562', '2330316553', '2330316539', '2330316512', '6046777167']",3, ,50,minor_line,20000,single, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
756,224210711,"['2379308789', '2379308787', '2379308782', '2379308778', '2379308767', '4531142072', '4531142073', '2339855075', '2330326339', '2330326338', '2330326337', '2330326336', '2330326335', '2330326334', '4531142071', '2330326333', '2330326332', '2330326331', '2330326330', '2330326315', '2330326312', '2330326309', '2330326308', '2330326306', '2330326276', '4531142070', '2330326251', '2330326244', '2330326242', '2330326239', '2330326225', '2330326222', '2330326216', '2330326213', '2330326212', '2330326210', '2330326208', '2330326206', '2330326202']",3, ,50,minor_line,20000,single, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
757,224385928,"['2322816757', '2079713855', '2079713859']", , , ,minor_line, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Nur zur Abspannung, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
758,224616373,"['2124902001', '2565173445', '2334187762', '2334187746', '2334187745', '2334187744', '2124901988', '2124902001']", , , ,generator, , , , , , ,biogas, , ,Biogasanlage, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
759,224648138,"['2334471362', '2334471348', '2334471340', '2334471343', '2334471331', '2334471328', '2334471318', '2334471315', '2334471306', '2334471301', '2334471303', '2334471292', '2334471280', '2334471273', '2334471277', '2439171344', '1366732602', '2439171346', '1366732564', '1366732512', '2439171355', '2439171358', '2439171360', '2334471309', '2334471321', '2439171366', '2334471334', '2334471344', '2334471350', '2334471373', '2334471362']", , , ,generator, , , , , , ,solar, , ,Solarpark, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
760,225474728,"['2342464858', '2342464845', '2342464843', '2342464842', '2342464840']", , ,50,minor_line,20000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
761,225476693,"['2342464884', '2342484295', '2342484296', '2342484297', '2342484298', '2342484299', '2934660634', '2342484300', '2342484301', '2342492752', '2342484302', '2342634199', '2342484303', '2342484304', '2934702338', '2342484305', '2342484306', '2342484307', '2342484308', '2934702339', '2342484309', '2342484310', '2934702340']", , ,50,minor_line,20000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
