,ID,Nodes,ref,power,wires,cables,voltage,circuits,operator,frequency,abandoned:power,line,note,name,layer,location,source,abandoned,disused,created_by,building,substation,source:name,addr:city,short_name,addr:street,addr:suburb,addr:country,addr:postcode,addr:housenumber,generator:source,access,barrier,old_name,contact:phone,ele,start_date,description,generator:method,generator:output,generator:output:cold,generator:output:heat,generator:output:steam,generator:output:electricity,roof:shape,wikidata,gas_insulated,addr:inclusion,building:levels,bridge,height,addr:housename,disused:power,service,gez,fixme,ref:Vattenfall,razed:substation,vehicle,voltage:primary,voltage:secondary,area,railway:ref,roof:colour,official_name,building:material,building:design:note,landuse,plant:method,plant:source,plant:output:hot_water,plant:output:electricity,foot,bicycle,vattenfall_ref,roof:levels,generator:output:hot_water,roof:material,building:colour,generator:type,ref:lda,heritage,lda:criteria,heritage:operator,man_made,street_cabinet,planned,plant:output:heat,seamark:cable_submarine:category,seamark:type,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,facility,building:part,wikipedia,source:geometry,generator:place,building:name,check_date,rev,demolished:power,demolished:building,demolished:operator,transformer,disused:rating,disused:voltage,disused:substation,disused:building,support,abandoned:building,abandoned:substation,colour,mapillary
54,39250468,"['470287143', '635898294', '470287144', '470287145', '470287146', '470287147', '470287149', '440336953', '470287143']", ,substation, , ,110000, ,Stromnetz Berlin,50, , , ,Umspannwerk Gelnitzstraße, , ,survey;Yahoo, , , , , , ,Berlin,UW GEL,Gelnitzstraße,Köpenick,DE,12555,25, , ,fence, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
55,39496398,"['473114509', '3380069004', '3380069007', '542490014', '473114510', '546262216', '364316552', '364316554', '473114509']", ,substation, , ,110000, ,Stromnetz Berlin,50, , , ,Umspannwerk Jägerstraße, , , , ,no, ,yes,distribution, ,Berlin,UW JAS,Mauerstraße,Mitte,DE,10117,41-44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
56,39646680,"['475278977', '475278978', '475278980', '475278981', '475278977']", ,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
57,40553122,"['492156651', '957864354']",402a;402b,cable, , ,380000, ,50Hertz Transmission GmbH,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
58,40745779,"['495164719', '495164726', '3711688659', '495164734', '495164759', '495164766', '495164770', '495164773', '495164779']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
59,40798792,"['59955952', '59955953']", ,abandoned, , , , ,Stromnetz Berlin, , , , ,(837;838), , ,survey,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60,40798793,"['59955952', '496049921', '1055561447']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , ,835;836,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
61,40807399,"['269249382', '2247761445', '1281289214', '4363312267', '4363312275', '3887620107', '4363312278', '4363312281', '4363312282', '4363312283', '4363312284', '4692631678', '1866140653', '1866140656', '1866140658', '1866140661', '4317881479', '1281289213']",706;707,cable, , ,110000,2,Stromnetz Berlin GmbH,50, , , , , ,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
62,40895836,"['497734044', '497734046', '497734048', '497734050', '497734044']",KEA 110 kV,substation, , , , , , , , , , , ,outdoor, , , , , ,transition, , , , , , , , , ,no,fence, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63,40895839,"['1783274620', '3602453218', '3215105964']",807,cable, ,3,110000, ,Stromnetz Berlin,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,727, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
64,40896391,"['1055561447', '496049924', '496049928', '496049931', '59956075']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , ,835;836;(837;838),-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
65,40897623,"['148248894', '497810523', '2247761443', '497810531', '497810537', '2247761444', '594898258']", ,cable, ,12,110000, ,Stromnetz Berlin GmbH,50, , , ,733;734;735;838 (FRH-BIN),-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
66,40916643,"['498247614', '498247659', '498247652', '498247643', '498247614']", ,switchgear, , , , , , , , , , , , , , , , ,industrial, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
67,41405923,"['506367972', '506367974', '506367976', '506367978', '506367972']", ,substation, , , , , , , , , , , , ,Bing, , , ,electricity,traction, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
68,43163138,"['540750905', '7088612865']",903,cable, ,3,380000, ,50Hertz Transmission GmbH,50, ,bay, , , ,indoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69,43163139,"['540750904', '7088612866']", ,cable, ,3,380000, ,50Hertz Transmission GmbH,50, ,bay, , , ,indoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , ,Leitungsnummer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
70,43165574,"['604673859', '540784005']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , , ,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
71,43165577,"['470250083', '540784020', '470250085', '1493721847', '470250089', '470250092', '470250094', '470250097', '470250100', '59422195']", ,cable, , ,110000,2,Stromnetz Berlin,50, , , ,765;767 (MOW-BUH),-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
72,43165578,"['540784026', '540784028', '540784029', '2260184872', '540784031', '540784033', '540784034', '540784036', '540784038', '540784040', '540784026']", ,substation, , ,110000, ,Stromnetz Berlin,50, , , ,Umspannwerk Karow, ,outdoor, , , , , ,distribution, ,Berlin,UW KAR,Bucher Chaussee,Karow,DE,13125,18-22, ,no,fence, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
73,43165579,"['540784044', '470250083', '540784046', '470250080', '540784050']", ,line, ,3,110000, ,Stromnetz Berlin,50, , , ,Karow, ,overground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
74,43719352,"['553319948', '553319954', '553319957', '553319960', '553319948']", ,substation, , ,10000;400, , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , ,Ü 242618, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75,43831924,"['555979681', '555979686', '555979684', '555979683', '555979681']", ,substation, , , , , , , , , , , , ,survey, , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76,43831932,"['555979783', '555979789', '555979787', '555979785', '555979783']", ,substation, , , , , , , , , , , , ,survey, , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77,44429502,"['564765971', '564765977', '564765974', '564765976', '564765971']", ,substation, , ,110000, ,Siemens,50, , , ,Umspannwerk Siemens, , , , , , ,yes, , ,Berlin,UW SW,Paulsternstraße,Haselhorst,DE,13599,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
78,46337810,"['591878552', '1313873023', '6387619091', '6387619089', '2429933666', '6387619090', '591878562', '6387619085', '6387619088', '591878566', '591878571', '591878552']", ,substation, , ,110000, ,Vattenfall Europe AG,50, , , ,Umspannwerk Niederschönhausen, , , , , , , , , ,Berlin,UW NSH,Beuthstraße,Niederschönhausen,DE,13156,27, , ,fence, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
79,46337812,"['102549976', '591878817']",671;672,cable, , ,110000, ,Stromnetz Berlin,50, , , ,"671, 672",-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
80,46348131,"['592376564', '4065104191']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
81,46507159,"['269251813', '59956076']", ,abandoned,single,6,110000, ,Vattenfall Europe AG, , , ,untere Ebene, , , ,Yahoo,line,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
82,46508946,"['594786035', '594786036', '594786038', '594786045', '594786035']", ,substation, , ,110000, ,Stromnetz Berlin GmbH,50, , , , , , , , , , , , , , , , , , , , , ,private,fence, , , , , , , , , , , , , , , , , , , , , , , , ,transition, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
83,46510460,"['594833586', '594833588', '594833592', '594850104']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,destination, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
84,46510462,"['594833699', '3213829774', '594833702', '594833707', '594833712', '594833716', '594833719', '594833734', '2269895119', '594833736', '594833740', '6773658264']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
85,46510613,"['594838489', '3213829779', '3213829778', '594838492', '6304060775', '594838494', '6304061886', '6304061885', '6304060784', '6304060783', '6304060779', '6304060780', '6304060782', '6304060781', '6304060778', '6304060777', '6304060776']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
86,46510761,"['594850127', '3213829781', '3213829769', '4394936284', '4394934937', '2402709492', '1851025542', '1851025548', '5471204137']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,46511501,"['497810542', '2246637332', '2246637350', '2247926939', '2247926949', '2247926921', '2247926951', '496146085', '2247926941', '2247926928', '2246637357', '2246637356', '2246637340', '2246637325', '594898158', '2246637341', '2247926938', '2247926943', '2247926926', '2247926925', '2247926930', '594898293']", ,cable, ,3,110000, ,Stromnetz Berlin GmbH,50, ,busbar, ,Friedrichshain, ,indoor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
88,46511502,"['594898308', '594898311', '594898314', '594898316', '594898317', '5914666635', '594898308']", ,substation, , ,110000, ,Stromnetz Berlin,50, , , ,Umspannwerk Rüdersdorfer Straße, , , , , , , ,distribution, ,Berlin,UW RDF,Rüdersdorfer Straße,Friedrichshain,DE,10243,70, , ,fence, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,46511503,"['594898326', '3213937984', '3213937982', '3213937983', '4377620178', '3213937980', '3213937985', '3213937987', '3213937979', '3213937988', '594898328', '3213937986', '3213937981', '594898331']", ,cable, , ,110000, ,Stromnetz Berlin GmbH,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
90,46512518,"['594941967', '3488852477', '594941971', '2549485020', '594941981', '594941984']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
91,46512522,"['2690299108', '3213981408', '3213981367', '594941967']", ,cable, , ,110000, ,Stromnetz Berlin GmbH,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
92,46512523,"['594942208', '3213981386', '3213981397', '3213981363', '3213981419', '3213981364', '3213981391', '3213981407', '3213981425', '3213981373', '3213981376', '3213981381', '3213981366', '594942164']", ,cable, , ,110000, ,Stromnetz Berlin GmbH,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
93,46512524,"['2690299111', '594898168']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
94,46539767,"['4063691787', '4063691772', '595275723', '4063691776', '4063691763', '4063691784', '6440108979', '6440108978', '6440108977', '6440108976', '6440108975', '6440108974']", ,cable, ,3,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
95,46542103,"['595290966', '595290968', '595290971', '595290973', '595290976', '595290978', '595290981', '595290984']", ,cable, , ,110000, ,Vattenfall Europe AG,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
96,46604720,"['595606008', '595606012', '595606015', '7227892888', '2052012783', '595606018', '595606008']", ,substation, , , , ,Stromnetz Berlin, , , , ,Umspannwerk Wendenschloß,-1, , , , , , ,distribution, ,Berlin, ,Wendenschloßstraße,Köpenick,DE,12559,47, ,private,fence, , , , , , , , , , , , , , , , , , , , , , , , , , ,110000,10000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
97,46606089,"['595631774', '6915842992', '595631777', '644834006']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
98,46606091,"['595631787', '595631790', '595631793', '595631795', '595631787']", ,substation, , ,110000, ,Stromnetz Berlin,50, , , ,Umspannwerk Gropius, , , , , , , ,distribution, ,Berlin,UW GR,Neuköllner Straße,Rudow,DE,12357,296, ,no,fence, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
99,46606303,"['595635424', '604560118', '4467745058']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,46606305,"['595635425', '595635426', '5393792716', '5393792717', '595635427', '595635425']", ,substation, , ,110000, ,Stromnetz Berlin,50, , , ,Umspannwerk Wildmeister, ,indoor, , , , , ,transmission, ,Berlin,UW WR,Kölner Damm,Buckow,DE,12353,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
101,46606307,"['595635428', '604559745', '604559755', '608676540', '604559763', '604559771', '604559777', '2407834401', '604559785', '604559794', '2642217251', '604559800', '595631782']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
102,46607746,"['595649790', '2294459292', '2294459274', '2294459279', '3983358829', '2294459263', '2294459253', '2294459277', '2294459247']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
103,46607747,"['595649796', '679753401', '1164886846', '1164886862', '1164886869', '1164886871', '1164886860', '1164886920', '1164886881', '1164886918', '1625185673', '1164886916', '4061755949', '4061755953', '4061755952', '595649797']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104,46607908,"['595651052', '2294459261', '2294459238', '2294459268', '2294459287', '2294459269', '2294459291', '2294459288', '2294459230', '2294459237', '2294459251', '2294459255', '2320686804']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
105,46607911,"['4061755948', '4061755950', '4061755951', '1164886899', '1164886859', '1164886865', '1164886850', '1164886894', '7362013787', '1164886908', '1164886895', '1164886905', '1164886854', '1164886890', '2294459243']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
106,46607912,"['595649791', '2294459275', '2294459259']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
