,ID,Nodes,abandoned:power,cables,frequency,line,note,operator,ref,voltage,wires,layer,power,source,name,created_by,circuits,highway,maxspeed,name:hsb,building,generator:source,abandoned:building,plant:output:electricity,plant:output:hot_water,disused,wikidata,access,barrier,old:operator,website,disused:power,abandoned,demolished:building,demolished:power,surface,tracktype,substation,building:levels,rating,generator:method,generator:output:electricity,substance,service,location,fixme,ref:Vattenfall,roof:shape,abandoned:substation,description:de,object:postcode,object:street,object:suburb,vacant,historic:power,old_name,landuse,roof:colour,plant:source,wikipedia,voltage:primary,voltage:secondary,sidewalk,height,roof:levels,check_date,type,year,ruins,description,power_supply,toilets:wheelchair,tourism,wheelchair,substation:type,man_made,street_cabinet,material,FIXME,object:village,source:image,level,operator:wikidata,seamark:cable_submarine:category,seamark:cable_submarine:name,seamark:type,information,capacity,fee,operator:wikipedia,area,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,disused:substation,building:colour,addr:postcode,addr:street,alt_name,image,building:part,colour,management_region,sanitary_dump_station,waterway,addr:housenumber,addr:village,start_date,bldam:criteria,heritage,heritage:operator,historic,ref:bldam,year_of_construction,building:height,voltage-low,alt_name2,lfd:criteria,ref:lfd,transformer,tower:type,addr:hamlet,sport,disused:rating,disused:voltage,disused:building,owner,denotation,object:hamlet,project number,artist_name,artwork_type,addr:suburb,url,building:material,roof:material,project,object:isolated_dwelling,old_ref,addr:city,inscription,old_operator,addr:country,amenity,shelter_type,structure,object:place,source2,object:town,removed:power,mapillary,tunnel,utility,bridge,design,power:disused,railway:electricity:ref,vattenfall_ref,survey:date,battery,storage:type,pump
2111,385712084,"['3890497844', '3890497842', '3890497841', '3890497843', '3890497844']", , , , , ,e.dis, , , , ,substation, ,Wursthof, , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2112,385738927,"['3890761212', '3890761213', '3890761214', '3890761215', '3890761212']", , , , , , , , , , ,transformer,Bing, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2113,386349312,"['3896682665', '3896682662', '3896682657', '3896682660', '3896682665']", , , , , ,PVU,Quitzower Straße,20000, , ,substation, , , , , , , , , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2114,386594902,"['3899314168', '3899314166', '3899320869', '3899314167', '3899314168']", , ,50, , , , , , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , ,industrial, , , , , , ,kiosk, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2115,386668300,"['3900215358', '3900232057', '3900127466', '3900231959', '3900127473']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2116,387721554,"['3909670958', '3909670957', '3909670856']", , , , , , , , , , ,minor_line,Bing, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2117,387917336,"['7600973069', '3911458852', '3911458853', '3911458854', '3911458855', '3911458856', '3911458857', '3911458858', '3911458859', '3911458860']", ,3,50, , ,Wemag, ,20000,single, ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2118,387917337,"['3911458861', '3911458862', '3911458863', '3911458864', '3911458865', '3911458866', '3911458867', '3911458868', '3911458869', '3911458870', '3911458871', '3911458872', '3911458873', '3911458874', '3911458875']", ,3,50, , ,WEMAG, ,20000,single, ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2119,387920857,"['3911500058', '3911500059', '3911500060', '3911500061', '3911500062', '3911500063', '3911500064', '3911500065', '3911500066', '3911500067', '3911500068', '4354557662']", ,3,50, , ,WEMAG, ,20000,single, ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2120,387922684,"['3911517111', '3911517112', '3911517113', '3911517114', '3911517115', '3911517116', '3911517117', '3911517118', '3911517119', '3911517120', '3911517121', '3911517122', '3911517123', '3911517124', '3911517125']", ,3,50, , ,WEMAG, ,20000,single, ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2121,387922685,"['3911517126', '3911517127', '4354557651', '3911517131', '3911517130', '3911517129', '3911517128', '3911500090', '3911500089', '3911500088', '3911500087', '3911500086', '3911500085', '3911500084', '3911500083', '3911500082', '3911500081', '3911500080', '3911500079', '3911500078', '3911500077', '3911500076', '3911500075', '3911500074', '3911500073', '3911500072', '3911500071', '3911500070', '3911500069', '3911500060']", ,3,50, , ,WEMAG, ,20000,single, ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2122,387925357,"['3911561859', '3911561858', '3911561861', '3911561857', '3911555456', '3911561860', '3911541703', '3911541704', '3911541705', '3911541706', '3911541707', '3911541708', '3911541709', '3911541710', '3911541711', '3911541712', '3911541713', '3911541714', '3911541715', '3911541716', '3911555455', '3911555453', '4354557659', '3911541718', '3911541719', '3911541720', '3911541721', '3911541722', '3911541723', '3911541724', '3911541725', '3911541726', '4354557646', '4354558000', '4354557999', '4354557997', '4354557995', '4354557992', '4354557888', '4354557884', '9893091398', '4354557880', '4354557879', '4354557878', '4354557877', '4354557876', '4354557875', '4354557873', '4354557872', '4354557871', '4354557870', '4354557869', '4354557868']", ,3,50, , ,WEMAG, ,20000,single, ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2123,387925358,"['3911541718', '3911541727', '3911541728']", ,3,50, , ,WEMAG, ,20000,single, ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2124,388053408,"['3912758308', '3912758309', '3912758310', '3912758311', '3912758308']", , , , , , , , , , ,substation, , , , , , , ,yes, , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2125,388137632,"['3913416731', '3913416728', '3913416726', '3913416727', '3913416731']", , , , , ,PVU,Grabenstraße,20000, , ,substation, , , , , , , ,service, , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2126,388342808,"['3915528107', '3915528108', '3915528109', '3915528110', '3915528107']", , , , , , , , , , ,transformer,Bing, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2127,388531953,"['3917222813', '3917222812', '3917222811', '3917222810', '3917222809', '3917222808', '3917222807', '3917222806', '3917222805']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2128,389066405,"['3922275151', '3922275152', '3922275153', '3922275154', '3922275155', '3922275156', '3922277057', '3922277058', '3922277059', '3922277060', '3922277085', '3922236143', '3922236144', '3922236145', '3922236152', '3922236557', '3922236560', '3922236566', '3922236567', '3922236568', '3922236569', '3922236570', '3922236574', '3922236585', '3922236590', '3922277110', '3922236599', '3922236617', '3922236624', '5998404724', '5998404723', '5998404722', '5998404721', '5998404720', '5998404719', '5998404718']", ,3,50, , , , ,20000, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2129,390269170,"['251476300', '3934286810']", , , , , ,enviaM, , , , ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2130,390326423,"['3934811207', '3934811208', '3934811209', '3934811210', '3934811207']", , , , , , , , , , ,substation, , , , , , , ,yes, , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2131,390817867,"['3100121128', '3100121093', '3100121098', '3100121071', '3100123424', '3100123406', '3100123384', '3100123341', '3100123404', '3100121114', '3100121068', '3100123365', '3100121054', '3100121073', '3100121121', '3100123368', '3100121100', '3100123421', '3100123379', '3100121104', '8603564607']", ,3,50, , , , , ,single, ,minor_line,bing, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2132,391176940,"['3943631684', '3943631689', '3943631690', '3943631686', '3943631684']", , , , , , , , , , ,substation, , , , , , , ,service, , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2133,391470325,"['3946841250', '3946841251', '3946841252', '3946841253', '3946841250']", , , , , , , , , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2134,391833793,"['3950940092', '3950940093', '3950940094', '3950940095', '3950940096', '3950940097', '3950940098', '3871592852']", , , , , , , , , , , , ,Düpower Graben, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ditch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2135,391834136,"['3950940449', '3950940450', '3950940451', '3950940452', '3950940453']", , , , , , , , , , , , ,Düpower Graben, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ditch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2136,391834870,"['3950940791', '3950940792', '3950940793', '3950940794', '3950940795', '3950940796', '3950940797', '3950940798', '3950940799', '3950940800', '3950940801', '3950940802', '3950940803']", , , , , , , , , , , , ,Düpower Graben, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ditch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2137,392139886,"['3954057856', '3954062957', '3954062958', '3954062959', '3954057856']", , , , , , , , , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2138,392385740,"['3956128277', '3956128278', '3956128282', '3956128280', '3956128283', '3956128284', '3956128281', '3956128286', '3956128279', '3956128285', '3956128287']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2139,392499467,"['3957172878', '3957172876', '3957172053', '3957172055', '3957172878']", , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Schapower Weg, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2140,392499483,"['3957173107', '3957173105', '3957173093', '3957173095', '3957173107']", , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Schapower Weg, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2141,392499492,"['3957173274', '3957173272', '3957173271', '3957173273', '3957173274']", , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Schapower Weg, , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2142,392499496,"['3957173078', '3957173077', '3957172945', '3957172947', '3957173078']", , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Schapower Weg, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2143,392499497,"['3957172872', '3957172870', '3957172056', '3957172858', '3957172872']", , , , , , , , , , , , , , , , , , ,detached, , , , , , , , , , , , , , , , , ,1, , , , , , , , ,gabled, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Schapower Weg, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2144,392499500,"['3957173120', '3957173118', '3957173110', '3957173111', '3957173120']", , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Schapower Weg, , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2145,392499504,"['3957173138', '3957173137', '3957173133', '3957173134', '3957173138']", , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Schapower Weg, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2146,392499520,"['3957173259', '3957173258', '3957173257', '3957173150', '3957173151', '3957173152', '3957173259']", , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Schapower Weg, , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2147,392664778,"['3958556912', '3958556911', '3958556909', '3958556914', '3958556918', '3958556922', '3958556921', '3958556920', '3958556919', '3958556917', '3958556916', '3958556915', '3958556913', '3958556910']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2148,392740229,"['3959259157', '3959225659', '3959225660', '3959225661', '3959259158', '3959225662', '3959225663', '3959225664', '3959225665', '3959259357', '3959259159', '3959259160', '3959259161', '3959259162', '3959259163', '3959259457', '3959259164', '3959259165', '3959259166', '3959225666', '3959225667', '3959225668', '3959259167', '3959225669', '3959225670', '3959259168', '3959225959', '3959259169', '3959259170', '3959259171', '3959225671', '3959225672', '3959259172', '3959259173', '3959225960', '3959259176', '3959259178', '3959259177', '3959259175', '3959259174']", ,3, , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2149,392944241,"['3961324424', '3961324422', '3961324421', '3961324420', '3961324419', '3961324417']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2150,392983526,"['3961700383', '3961700384', '3961700385', '3961700386', '3961700387']", , , , , , , , , , ,line, ,Anschlußleitung TSG Bogenplatz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2151,393419559,"['3966174955', '3966174744', '3966174387', '3966174709', '3966174883', '3966174198', '3966174898', '3966174920', '3966174187', '3966174167', '3966174956', '3966175134', '3966174863', '3966174712', '3966174171', '3966174416', '3966174404', '3966175071', '3966174753', '3966174233', '3966174246', '3966175086', '3966174441', '3966174430', '3966174674', '3966175085', '3966175154', '3966174166', '3966174176', '3966175116', '3966174740', '3966174681', '3966175158', '3966174688', '3966174370', '3966174378', '3966174400', '3966174734', '3966174410', '3966174872', '3966174228', '3966175132', '3966175139', '3966174894', '3966174876', '3966174364', '3966175174', '3966174231', '3966174209', '3966174878', '3966174385', '3966174895', '3966175147', '3966175083', '3966175058', '3966174207', '3966174676']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Masten taggen; Fortsetzung, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2152,393419585,"['3966174443', '3966174447', '3966174711', '3966174685', '3966174409', '3966174413', '3966174222', '3966174244', '3966175079', '3966174713', '3966175065', '3966174193', '3966174183', '3966174890', '3966174449', '3966175142', '3966174199', '3966174755', '3966174727', '3966175188', '3966174234', '3966174360', '3966174676']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Masten taggen; Fortsetzung, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2153,393419589,"['3966174676', '3966175169', '3966175082', '3966174946', '3966175179', '3966174951', '3966174380', '3966174752', '3966174736', '3966175068', '3966174915', '3966174668']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Masten taggen; Fortsetzung, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2154,393480920,"['3966720279', '3966720277', '3966720276', '3966720278', '3966720279']", , , , , ,E.DIS Netz GmbH, , , , ,substation, , , , , , , ,service, , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2155,394422467,"['3974318361', '3974318362', '3974318364', '3974318363', '3974318361']", , , , , , , , , , ,transformer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2156,396301423,"['3991095057', '3991094957', '3991095157', '3991055759', '3991095057']", , , , , , , , , , ,substation, , , , , , , ,transformer_tower, , , , , , , , , , , , , , , , ,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2157,396304833,"['3991114529', '3991115904', '2359148337', '3991114530', '1232176673', '3991114529']", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,street_cabinet,power, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2158,396924777,"['3997662487', '3997662486', '3997662485', '3997662484', '3997662487']", , , , , , , , , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2159,397074589,"['3107342442', '3107342429']", , , , , , , , , , ,cable, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2160,397074591,"['3107342436', '3107308891', '3107342437', '3107308913', '3107308918', '3107342442', '3107342443', '3107308923', '3107308894', '3107308898', '3107308910', '3107342434', '3107342452', '3998990082', '3998990096', '3998990081', '3107342432', '3107342450', '3107308855', '3107308879', '3107342447', '3107308897', '3107342446', '3107308896', '3107342451', '3107308900', '3107308914', '3107308890', '3107342453', '3998990076', '3998990075', '3998990074', '3998990073', '3998990072', '3107308872', '3107308871', '3107308866', '3107308857', '3998990069', '3998990071', '3998990065', '3998990064', '3107384994', '3998990062', '3998990061', '3998990070', '3998990060', '3998990059', '3998990058']", , , , , , , , , , ,minor_line, ,Nitzahn-Kützkow, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2161,397074592,"['3107308850', '3107342436']", , , , , , , , , , ,cable, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2162,398036892,"['4008145457', '4008145452', '4008145455', '4008145450', '4008145457']", , , , , ,ESSAG, , , , ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
