,ID,Nodes,abandoned:power,cables,frequency,line,note,operator,ref,voltage,wires,layer,power,source,name,created_by,circuits,highway,maxspeed,name:hsb,building,generator:source,abandoned:building,plant:output:electricity,plant:output:hot_water,disused,wikidata,access,barrier,old:operator,website,disused:power,abandoned,demolished:building,demolished:power,surface,tracktype,substation,building:levels,rating,generator:method,generator:output:electricity,substance,service,location,fixme,ref:Vattenfall,roof:shape,abandoned:substation,description:de,object:postcode,object:street,object:suburb,vacant,historic:power,old_name,landuse,roof:colour,plant:source,wikipedia,voltage:primary,voltage:secondary,sidewalk,height,roof:levels,check_date,type,year,ruins,description,power_supply,toilets:wheelchair,tourism,wheelchair,substation:type,man_made,street_cabinet,material,FIXME,object:village,source:image,level,operator:wikidata,seamark:cable_submarine:category,seamark:cable_submarine:name,seamark:type,information,capacity,fee,operator:wikipedia,area,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,disused:substation,building:colour,addr:postcode,addr:street,alt_name,image,building:part,colour,management_region,sanitary_dump_station,waterway,addr:housenumber,addr:village,start_date,bldam:criteria,heritage,heritage:operator,historic,ref:bldam,year_of_construction,building:height,voltage-low,alt_name2,lfd:criteria,ref:lfd,transformer,tower:type,addr:hamlet,sport,disused:rating,disused:voltage,disused:building,owner,denotation,object:hamlet,project number,artist_name,artwork_type,addr:suburb,url,building:material,roof:material,project,object:isolated_dwelling,old_ref,addr:city,inscription,old_operator,addr:country,amenity,shelter_type,structure,object:place,source2,object:town,removed:power,mapillary,tunnel,utility,bridge,design,power:disused,railway:electricity:ref,vattenfall_ref,survey:date,battery,storage:type,pump
992,229049476,"['4297289005', '2376855865', '2376855957', '2376855940', '2376855941', '2376855944', '2376855945', '2376855962', '2376855959', '2376855948', '2376855867', '2376855864', '2376855868', '2376855863', '3491878064', '2376855960', '2376855845', '2376855909', '2376855908', '2376855830', '2376855869', '2376855866', '2376855968', '2376855875', '2376855878', '2376855877', '2376855936', '2376855876', '2376855872', '2376855873', '2376855874', '2376855922', '2376855917', '2376855871', '2376855870', '2376855882', '2376855841', '2376855827', '2376855852', '2376855857', '2376855828', '2376855829', '2376855862', '2376855938', '2376855855', '2376855856', '2376855963', '2376855848', '2376855888', '2376855833', '2376855851', '2376855840', '2376855843', '2376855849', '2376855824', '2376855844', '2376855839', '2376855854', '2376855880', '2376855826', '2376855825', '2376855861', '2376855965', '2376855966', '2376855859', '2376855958', '2376979504', '2376855961', '2376855858', '2376979558', '2376979515', '2376979465', '2376979451', '2376979477', '2376979440', '4297289039']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
993,229049477,"['2376855937', '2376855901', '2376855902', '2376855897', '2376855895', '2376855896', '2376855900', '2376855894', '2376855893', '2376855891', '2376855890', '2376855889']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
994,229061297,"['2376979499', '2376979469', '2376979533', '2376979530', '2376979560', '2376979523', '2376979479', '2376979518', '2376979482', '2376979439', '2376979554', '2376979466', '2376979492', '2376979437', '2376979462', '2376979460', '2376979557', '2376979549', '2376979468', '2376979551', '2376979506', '2376979548', '2376979508', '2376979471', '2376979470', '2376979450', '2376979485', '2376979476', '2414493885']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
995,229061299,"['2376979543', '2376979449', '2376979521', '2376979513', '2376979441', '2376979495', '2376979478', '2376979550', '2376979461', '2376979552', '2376979458', '2376979493', '2376979531', '2376979475', '2376979528', '2376979480', '2376979442', '2376979484', '2376979443', '2376979556', '2376979473', '2376979546', '2376979487', '2376979553', '2376979483', '2376979536', '2376979526', '2376979497', '2376979539', '2376979481']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
996,229061305,"['4752909555', '2376979486', '2376979436', '2376979522', '2376979490', '2376979516', '2376979500', '2376979463', '2376979534', '2376979455', '2376979489', '2376979438', '2376979511', '2376979444', '2376979501', '2376979541', '2376979457', '2376979502', '2376979544', '2376979545', '2376979491', '2376979498', '2376979558']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
997,229145775,"['2377765733', '2377765735', '2377765732', '2377765731', '2377765733']", , , , , , , , , , ,substation, , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
998,229167271,"['2377949895', '2377949876', '2377949863', '2377949860', '2377949891', '2377949862', '2377949898', '2377949882', '2377949881', '2377949866', '2377949865', '2377949864', '2377949848', '2377949861', '2377949878', '2377949883', '2377949850', '2377949873', '2377949899', '2377949852', '2377949851', '2377949897', '2377949857', '2377949854', '2377949884', '2377949868', '2377949855', '2377949872', '2377949877', '2377949845', '2377949874', '2377949875', '2377949859', '2377949902', '2377949890', '2377949880', '2377949870', '2377949885', '2377949869', '2377949901', '2377949905', '2377949900', '2377949847', '2377949894', '2377949849', '2377949893', '2377949846', '2377949887']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
999,229167273,"['2377949868', '2377949904', '2377949889', '2377949896', '2377949853', '2377949888', '2377949858', '2377949856', '2377949871', '4752909926', '4752909925', '4752909924']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1000,229183653,"['2378102445', '2378102516', '2378102486', '2378102427', '2378102485', '2378102464', '2378102454', '2378102426', '2378102492', '2378102525', '2378102517', '2378102555', '2378102458', '2378102503', '2378102463', '2378102453', '2378102496', '2378102494', '2378102504', '2378102531', '2378102481', '2378102564', '2378102457', '2378102569', '2378102502', '2378102495', '2378102562', '2378102515', '2378102511', '2378102466', '2378102553', '2378102450', '2378102472', '2378102489', '2378102500', '2378102499', '2378102428', '2378102546', '2378102455', '2378102523', '2378102432', '2378102443', '2378102529', '2378102497', '2378102449', '2378102444', '2378102487', '2378102483', '2378102514', '2378102442', '2378102433', '2378102477', '2378102501', '2378102459', '2378102447', '2378102465', '2378102527', '2378102518', '2378102451', '2378102424', '2378102425', '2378102476', '2378102505', '2378102508', '2378102488']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1001,229384950,"['2379922824', '2379922791', '2379922811', '2379922814', '2379922833', '2379922869', '2379922796', '2379922841', '2379922857', '2379922825', '2379922795', '2379922802', '2379922810', '2379922866', '2379922785', '2379922830', '2379922871', '2379922805', '2379922831', '2379922817', '2379922859', '2379922794', '2379922786', '2379922875', '2379922839', '2379922860', '2379922850', '2379922878']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1002,229384951,"['4752615325', '4752615326', '4752615324', '4752615327', '4752615328', '4752615329', '4752615330', '4752615331', '4752615332', '4752615333', '4752615334', '4752615335', '4752615336', '4752615337', '2379922842', '2379922792', '2379922798', '2379922867', '2379922844', '2379922885', '2379922807', '2379922877', '2379922818', '2379922821', '2379922829', '2379922880', '2379922799', '2379922808', '2379922804', '2379922861', '2379922790', '2379922797', '2379922888', '2379922789', '2379922788', '2379922878', '2379922840', '2379922886', '2379922803', '2379922854', '2379922838']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1003,229390143,"['1777106589', '2379962972', '2379962929', '2379962955', '2379962930', '2379962926', '2379962932', '2379962971', '2379962937', '2379962928', '2379962933', '2379962943', '2379962962', '2379962976', '2379962959', '2379962944', '4836485576', '4836485575']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1004,229390144,"['2379962950', '2379962936', '2379962953', '2379962960', '2379962965', '2379962969', '2379962948', '2379962966', '2379962952', '2379962954']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1005,229405942,"['4836485536', '2380099540', '2380099497', '2380099525', '2380099498', '2380099543', '2380099542', '2380099560', '2380099552', '2380099510', '2380099526', '2380099506', '2380099516', '2380099556', '2380099503', '2380099522', '2380099531', '2380099519', '2380099505', '2380099532', '2380099523', '2380099534', '2380099508', '2380099513', '2380099537', '2380099570', '2380099554', '2380099571', '2380099507', '2380099558', '2380099539', '2380099548', '2380099553', '2380099517', '2380099536', '2380099520', '2380099511', '2380099555', '2380099524', '2380099551', '2380099521', '2380099528', '4861170363', '2380099512', '2380099496', '2380099546', '2380099550', '2380099569', '2380099576', '2380099565', '2380099501', '2380099566', '2380099500', '2380099572', '2380099530', '2380099549', '2380099544', '2454223096', '2454223097', '2454223093', '2454223105', '2454223107']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1006,229406900,"['2380110098', '2380110104', '2380110096', '2380110094', '2380110105', '2380110107', '2380110111', '2380110093', '2380110090', '2380110106', '2380110099', '2380110102', '2380110103', '2380110097', '2380110095', '2380110101', '2380110109', '2380110092', '2380110091', '2380110100', '2380110110', '2380110108']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1007,229443198,"['2380404202', '2380404205', '2380404206', '2380404207', '2380404204', '2380404223', '2380404199', '2380404203', '4734350614']", ,3,50, , , , ,20000, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1008,229443199,"['2380404225', '2380404194', '2380404193', '2380404208', '2380404209', '2380404212', '2380404215', '2380404213', '2380404201', '2380404214', '2380404195']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1009,229443200,"['2380404219', '2380404196', '2380404224', '2380404227', '2380404200', '2380404216', '2380404221', '2380404220', '2380404222', '2380404198', '2380404211', '2380404210', '2380404226', '4734292103', '4734292102', '4734292101']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1010,229644775,"['2382127532', '2382127492', '2382127588', '2382127547', '2382127490', '2382127551', '2382127593', '2382127517', '2382127495', '2382127489', '2382127520', '2382127546', '2382127533', '2382127505', '2382127559', '2382127574', '2382127603', '2382127518', '2382127579', '2382127514', '2382127570', '2382127586', '2382127578', '2382127509', '2382127515', '2382127582', '2382127561', '2382127494', '2382127591', '2382127501', '2382127590', '2382127506', '2382127486', '2382127541', '2382127508', '2382127524', '2382127534', '2382127607', '2382127600']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1011,229644777,"['2382127562', '2382127498', '2382127571', '2382127552', '2382127573', '2382127598', '2382127511', '2382127564', '2382127601', '2382127512', '2382127523', '2382127605', '2382127539', '2382127587', '2382127531', '2382127580', '2382127602', '2382127609', '2382127542', '2382127529', '2382127594', '2382127581', '2382127513', '2382127584', '2382127596', '2382127563', '2382127577', '2382127589', '2382127572', '2382127585', '2382127503', '2382127522', '2382127497', '2382127493', '2382127565', '2382127597', '2382127604', '2382127599', '2382127502', '2382127496', '2382127510', '2382127549', '2382127537', '2382127550', '2382127592', '2382127560']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1012,229644779,"['2382127487', '2382127491', '2382127527', '2382127558', '2382127568', '2382127504', '2382127583', '2382127575', '2382127556', '2382127528', '2382127595', '2382127516']", ,3,50, , , , ,20000, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1013,229649936,"['2382177026', '2382176995', '2382176993', '2382176950', '2382177037', '2382176984', '2382177049', '2382177022', '2382176978', '2382177054', '2382176991', '2382176923', '2382176970', '2382176929', '2382176941', '2382177008', '2382176994', '2382176920', '2382176974', '2382176932', '2382177025', '2382176981', '2382176913', '2382176930', '2382176893', '2382177041', '2382177013', '2382177001', '4737596723']", ,3,50, , , , ,20000, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1014,229649942,"['2382176967', '2382176955', '2382176946', '2382176983', '2382177005', '2382176949', '2382177024', '2382177047', '2382176938', '2382176992', '2382176940', '2382176956', '2382176909', '2382176894', '2382176921', '2382176969', '2382176975', '2382176891', '2382177043', '2382176911', '2382177034', '2382176903', '2382176900', '2382177035', '2382176990', '2382177040', '2382176927', '2382176910', '2382177004', '2382176924', '2382177009', '2382177010', '2382177003']", ,3,50, , , , ,20000, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1015,229649946,"['2382176985', '2382176914', '2382177021', '2382176980', '2382176931', '2382177027', '2382176945', '2382176958', '2382177000', '2382177020', '2382176882', '2382176905', '2382177060', '2382177061', '2382176965', '2382177045', '2382177017', '2382176918', '2382177016', '2382176951', '2382176953', '2382176912', '2382176960', '2382176996', '2382177019', '2382176890', '2382176898', '2382177053', '2382176883', '2382176972', '2382176896', '2382176895', '2382176933', '2382176916', '2382177029', '2382177015', '2382176892', '2382176988', '2382176879', '2382177038', '2382176888', '2382176937', '2382177052', '2382177028']", ,3,50, , , , ,20000, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1016,229650401,"['4734590778', '4734590779', '4734590780', '4734590781', '2382181701', '2382181697', '2382181700', '2382181702', '2382181699', '2382181698']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1017,229665246,"['2382329656', '2382329645', '2382329613', '2382329667', '2382329527', '2382329528', '2382329639', '2382329568', '2382329521', '4734612588', '4734612587', '4734612586', '4734612585']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1018,229665250,"['2382329607', '2382329672', '2382329641', '2382329627', '2382329700', '2382329613']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1019,229665252,"['2382329558', '2382329698', '2382329677', '2382329669', '2382329637', '2382329510', '2382329572', '2382329679', '2382329556', '2382329649', '2382329647', '2382329506', '2382329611']", ,3,50, , , , ,20000, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1020,229665253,"['4734590742', '4734590743', '4734590744', '4734590745', '4734590746', '4734590747', '4734590748', '4734590749', '4734590750', '4734590751', '4734590752', '4734590753', '4734590754', '4734590755', '4734590756', '4734590757', '4734590758', '4734590759', '4734590760', '4734590761', '4734590762', '4734590763', '4734590764', '4734590765', '4734590766', '4734590767']", ,3,50, , , , ,20000,single, ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1021,229665255,"['4737596650', '4737596651', '4737596652', '8904001855', '2382329578', '2382329493', '2382329534', '2382329586', '2382329478', '2382329706', '2382329526', '2382329686', '2382329477', '2382329599', '2382329703', '2382329523', '2382329603', '2382329643', '2382329491', '2382329558']", ,3,50, , , , ,20000, , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1022,229681751,"['4734591433', '4734591432', '4734591431', '4734591430', '4734591429', '4734591428', '4734591427', '4734591426', '4734591425', '2382480869', '2382480874', '2382480915', '2382480881', '2382480930', '2382480906', '2382480889', '2382480933', '2382480927', '2382480919', '2382480903', '2382480911', '2382480908', '2382480899', '4734591424', '4734591423', '4734591422', '4734591421', '4734590820', '4734590819', '4734590818', '4734590817', '4734590816', '4734590815', '4734590814', '4734590813', '4734590812', '4734590811', '4734590810', '4734590809', '4734590808', '4734590807', '4734590806', '4734590805', '4734590804', '4734590803', '4734590802', '4734590801', '4734590800', '4734590799', '4734590798', '4734590797', '4734590796', '4734590795', '4734590794', '4734590793', '4734590792', '4734590791', '4734590790', '4734590789', '4734590788']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1023,229681759,"['4734590730', '4734590731', '4734590732', '4734590733', '4734590734', '4734590735', '4734590736', '4734590737', '4734590738', '4734590739', '4734590740', '4734590741', '2382480902', '2382480932', '2382480900', '2382480891', '2382480925', '2382480918']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1024,229682446,"['2382486417', '2382486409', '2382486407', '2382486415', '2382486406', '2382486410', '2382486416', '2382486418', '2382486413', '2382486408', '2382486411', '2382486412', '2382486414']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1025,229853292,"['2383958436', '2383958411', '2383958425', '2383958434', '2383958417', '2383958414', '2383958422', '2383958401', '2383958424', '2383958451', '2383958450', '2383958438', '2383958440', '2383958390', '2383958413', '2383958399', '2383958435', '2383958405', '2383958437', '2383958395', '2383958449', '2383958408', '2383958441', '2383958444']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1026,229853293,"['2383958448', '2383958427', '2383958391', '2383958406', '2383958418', '2383958446', '2383958415', '2383958429', '2383958392', '2836309339', '2383958421', '2383958431', '2383958419', '2383958426', '2383958432', '2383958433', '2383958447', '2383958430', '2383958404', '2383958403', '2383958396', '2383958394', '2383958397', '2383958439', '2383958410', '2383958428', '2383958398', '2383958445', '2383958409', '2383958443', '2383958442', '2383958393', '2383958388', '2383958420', '2383958423', '2383958412', '2383958389', '2383958407', '2383958400', '2383958416']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1027,229973027,"['2385104802', '2385104790', '2385104801', '2385104759', '2385104768', '2385104809', '2385104825', '2385104826']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1028,229973028,"['2385104799', '2385104733', '2385104838', '2385104758', '2385104816', '2385104808']", ,3,50, , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1029,229973029,"['2385104727', '2385104812', '2385104837', '2385104834', '2385104797', '2385104828', '2385104792', '2385104833', '2385104803', '2385104729', '2385104783', '2385104725', '2385104764', '2385104827']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1030,229973031,"['4752909995', '4752909996', '4752909997', '2385104831', '2385104811', '2385104761', '2385104747', '2385104754', '2385104822', '2385104778', '2385104739', '2385104744', '2385104798', '2385104829', '2385104735', '2385104815', '2385104748', '2385104753', '2385104734', '2385104844']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1031,229973032,"['2385104844', '2385104771', '2385104752', '2385104845', '2385104806', '2385104832', '2385104722', '2385104737', '2385104763']", , , , , , , , , , ,minor_line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
