,ID,Members,cables,frequency,from,name,operator,operator:wikidata,operator:wikipedia,route,to,type,voltage,wires,colour,note,via,ref,fixme,old_operator,old_name,note:de,operator:abbr,via:2,capacity,name:de,ref:1,operator:short,rating,wikidata,wikipedia,fre,network,source
197,1083972,"['22763857', '36799549', '36799552']",3,50, ,Leverkusen Ost,Westnetz GmbH, , ,power, ,route,110000,single,"upper half white, lower half green", , , , ,RWE AG, , , , , , , , , , , , , , 
198,1083973,"['142938644', '416851859', '416851850', '416851924', '30509004', '37531962', '51957778', '49187134', '51957782', '37035380', '37035379', '22767509', '54284254', '26931662', '37035381']",3,50, ,Lohmar Ost,Westnetz, , ,power, ,route,110000, , , , , , , , , , , , , , , , , , , , , 
199,1083974,"['22772503', '22772508']",3,50, ,Ranzel Süd,RWE,Q138133,de:RWE,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
200,1083976,"['35065398', '35012168', '24267051', '24267064', '24267175']",3,50, ,Rheydt West,RWE,Q138133,de:RWE,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
201,1083977,"['42488855', '125579114', '263112120', '42811259', '42488869', '42488871', '1001661066', '42809893', '42809975', '42859159', '125579084', '42810412', '1001661067', '1001661068', '42809973']",3,50, ,Lippborg - Unna Süd,Westnetz, , ,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
202,1083978,"['307792451', '28203322', '90265327', '114732389', '90265338', '24799890', '93278527', '77179253', '77179285', '79174501', '28203625', '140176886', '27919734']",3,50, ,Kaarst West,RWE,Q138133,de:RWE,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
203,1083979,"['111667804', '111667801', '24815262']",3,50, ,Schaphausen Ost,RWE, , ,power, ,route,110000,double;single,yellow, , , , , , , , , , , , , , , , , , , 
204,1083980,"['38294923', '29425014', '28543009']",3,50, ,Wülfrath tr11,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
205,1083981,"['62515229', '52436321', '24428845', '114900067', '921707935', '118856122', '42402473', '27116831', '118856115', '118856107', '87287662', '22762877']",3,50, ,Hülsberg Nord,RWE,Q138133,de:RWE,power, ,route,110000,quad;double;single,white-with-blue-cross, , , , , , , , , , , , , , , , , , , 
206,1083982,"['28429447', '229251362', '31910523', '35236471', '28093001', '37308789', '27800329', '33739148', '202577660', '37308796', '27870591']",3,50, ,Springborn West,RWE,Q138133,de:RWE,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
207,1083983,"['32826413', '956544569', '849504238', '31108078', '229251363', '25323083', '25015160', '31911228', '31911232', '22772576', '32826412', '22772508']",3,50, ,Porz Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
208,1083984,"['239256609', '414015966', '414015954', '22772346', '34934493', '34934495', '34934494']",3,50, ,Wesseling Nord,RWE, , ,power, ,route,110000,double;single,red, , , , , , , , , , , , , , , , , , , 
209,1083985,"['42423415', '364376982', '42379868', '44025921', '98532534', '42423417', '48432169', '53856326', '1089007861', '1089007862']",3,50, ,Villip Süd,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
210,1083986,"['28442140', '24479765', '107017843', '107301115', '307792451', '28203322', '90265338', '90265327', '114732389', '28614063', '79174501', '28203625', '140176886', '27919734']",3,50, ,Kaarst Ost,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
211,1083987,"['141028315', '42799486', '49055741', '42799346', '842107925', '842107924', '141028320', '42802841', '392633514', '753667719', '141030672', '42802846', '141030671', '180724905', '180724898']",3,50, ,Arpe - Ostönnen,RWE, , ,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
212,1083988,"['22767509', '142938663', '152403632']",3,50,Siegburg,Leuscheid Nord,Amprion, , ,power,Dauersberg,route,220000,double,blue, , , , , , , , , , , , , , , , , , , 
213,1083989,"['27517538', '23318596', '747049046', '152315134', '23084417', '91936254', '92314600', '23318603', '747049042']",3,50, ,Hau West,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
214,1083990,"['92165128', '120410147', '92165153', '120390364', '156253183', '47481854', '925577475', '133727082', '63862758', '88455825', '152403632', '594321651', '909293439', '909293438', '909293437', '916562124', '594321649', '594321653', '594321654', '594321648', '269369560', '118903632']",3,50,Linde,Dauersberg Ost,Amprion,Q477318,de:Amprion,power,Dauersberg,route,380000,quad,"upper half red, lower half white", , , ,Relation ist nicht vollständig bzw. ist in zwei weit voneinander entfernte Teile aufgespalten., , , , , , , , , , , , , , , 
215,1083991,"['37623140', '1002079288', '37623143', '22762549']",3,50, ,Manfort Ost,Westnetz GmbH, , ,power, ,route,110000,single,red, , , , ,RWE AG, , , , , , , , , , , , , , 
216,1083992,"['47248253', '47248241', '45773314', '47248243', '22767509', '142938614', '30510274', '30511189', '1002010564', '47248261', '45772933', '87322405', '87322406', '337088214', '87573602', '87322401', '223544256', '34203389']",3,50, ,Ittenbach Nord,Westnetz, , ,power, ,route,110000, ,yellow, , , , , , , , , , , , , , , , , , , 
217,1083993,"['22772503', '22772508']",3,50, ,Ranzel Nord,RWE,Q138133,de:RWE,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
218,1083995,"['218470341', '24267051', '24267064', '24267175']",3,50, ,Speick Süd,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
219,1083996,"['125579078', '125579086', '42809626', '180724917', '180724902', '141030671', '180724915', '180724910', '202586907', '180722402', '180722400', '42809339', '180724899', '42809973', '202586905', '269826701', '753667722', '753667723', '42809772']",3,50, ,Soest - Unna,Westnetz, , ,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
220,1083997,"['24799890', '77179259', '77179268', '77179275', '188926046', '93404925', '909244237', '909244240']",3,50, ,Büttgen West,RWE,Q138133,de:RWE,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
221,1083998,"['24799890', '77179251', '909244236', '77179292', '77179290', '69719498', '93278538', '77179258', '110379578', '110379579', '64887887', '24803925', '24815712', '111667807', '24815262']",3,50,Osterath,Fichtenhain Ost,Amprion,Q477318,de:Amprion,power,Dülken,route,220000,quad;double,green,westlich von St.Tönis quad; östlich double, , , , , , , , , , , , , , , , , , 
222,1084000,"['22761839', '54050955', '36784592', '27219559', '33816725', '88127409', '92165135', '156253197', '120390367', '120390365', '120494099', '284701562', '115611454', '132682735', '115700380', '24667346', '218466085', '284701900', '422587148', '422587145', '284701899', '1001240048', '1001240049']",3,50,Opladen,Bigge West,Amprion,Q477318,de:Amprion,power,Garenfeld,route,220000,double;single,yellow, , , , , , , , , , , , , , , , , , , 
223,1084001,"['27871140', '37533719', '27871900', '28871828', '37623141', '37623144', '28595143', '36799562', '22761839']",3,50,Dünnwald,Dünnwald West,Amprion,Q477318,de:Amprion,power,Opladen,route,220000,double;single,white, , , , , , , , , , , , , , , , , , , 
224,1084002,"['29731351', '142938652', '22767509']",3,50, ,Mannstaedt Süd,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
225,1084003,"['414015961', '414015952', '414015954', '22772346', '34934493', '34934494', '31529735', '34934490', '34934491']",3,50, ,Urfeld West,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
226,1084004,"['42423415', '42423417', '44025921', '53856326', '1089007861', '1089007862']",3,50, ,Villip Nord,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
227,1084005,"['27919734', '140176885', '39268078', '51497698', '49577671', '61025940', '116260540', '61025929', '116260541']",3,50, ,Hackenbroich West,RWE,Q138133,de:RWE,power, ,route,110000,double,blue, , , , , , , , , , , , , , , , , , , 
228,1084006,"['125579112', '263112116', '42488858', '125145019', '42803444', '42803214', '180724910', '202586905', '269826701', '42488855', '753667722', '753667723']",3,50, ,Lippborg - Soest,Westnetz, , ,power, ,route,110000, ,blue, , , , , , , , , , , , , , , , , , , 
229,1084007,"['22767509', '142938663', '152403632']",3,50,Siegburg,Leuscheid Süd,Amprion, , ,power,Dauersberg,route,220000,double,yellow, , , , , , , , , , , , , , , , , , , 
230,1084008,"['64887886', '93405870', '110379579', '110379578', '77179247', '114528734']",3,50, ,Viersen Nord,RWE, , ,power, ,route,110000,double;single,red, , , , , , , , , , , , , , , , , , , 
231,1084009,"['152315135', '23318596', '747049046', '27517538', '746762671', '746762676', '504475007', '110373241', '19826181', '23084417', '91936254']",3,50, ,Provisorium Hüthum - Löwenberg,RWE, , ,power, ,route,110000,single,white, , , , , ,Hau Ost, , , , , , , , , , , , , 
232,1084010,"['53243831', '761095745', '99538881', '896582193', '896582186', '61007387', '896582199', '99530199', '896582194', '33845080', '180008191', '88284283']",3,50, ,Dieringhausen West,RWE, , ,power, ,route,110000,single,"upper half white, lower half yellow", , , , , , , , , , , , , , , , , , , 
233,1084011,"['88127401', '54053536', '54053537', '22762600']",3,50, ,Halfeshof Süd,RWE,Q138133,de:RWE,power, ,route,110000,single,white with green X, , , , , , , , , , , , , , , , , , , 
234,1084012,"['43331998', '43332000', '22767509', '142938618', '30510269', '30511189', '1002010564', '47248261', '45772933', '87322405', '87322406', '337088215', '87573602']",3,50, ,Ittenbach Süd,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
235,1084013,"['22772503', '22772508']",3,50, ,Lülsdorf Süd,RWE,Q138133,de:RWE,power, ,route,110000,double, , , , , , , , , , , , , , , , , , , , 
236,1084014,"['31359152', '22768391', '360746348', '22768865', '22768128']",3,50, ,Bonn West,RWE, , ,power, ,route,110000,double;single, , , , , , , , , , , , , , , , , , , , 
237,1084015,"['49577401', '61025939', '61025940', '116260540', '61025929', '116260541']",3,50, ,Hackenbroich Ost,RWE,Q138133,de:RWE,power, ,route,110000,double,white, , , , , , , , , , , , , , , , , , , 
238,1084016,"['42858957', '58414561', '58414564']",3,50, ,Hörde - Wambel West,RWE,Q138133,de:RWE,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
239,1084017,"['33816726', '88127400', '92165135', '92165130', '88127392', '120390364', '156253183', '47481854', '925577475', '133727082', '63862758', '88455825', '152403632', '594321651', '909293439', '909293438', '909293437', '916562124', '594321649', '594321653', '594321654', '594321648', '269369560', '118903632']",3,50,Halfeshof,Dauersberg West,Amprion,Q477318,de:Amprion,power,Dauersberg,route,380000,quad,white, , , ,Relation ist nicht vollständig bzw. ist in zwei weit voneinander entfernte Teile aufgespalten., , , , , , , , , , , , , , , 
240,1084018,"['64887886', '93405870', '24815130']",3,50, ,Gladbach West,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
241,1084019,"['92314618', '22795441', '28428812', '92314620', '741714892', '31629994', '5104480', '152314868', '23084416', '9924913', '5104478', '5104477', '5028732', '5028568', '5028567', '132505178', '23084417', '92314606', '28427644']",3,50, ,Sonsbeck Ost,RWE, , ,power, ,route,110000, , , , , , , , , , , , , , , , , , , , , 
242,1084020,"['22761839', '54050955', '36784592', '27219559', '33816725', '88127409', '92165135', '156253197', '120390367', '120390365', '120494099', '284701562', '106614908', '115611455', '54952898', '284701563', '772004339', '269171428', '851767583', '51940126', '218466085', '284701900', '422587148', '422587145', '284701899', '1001240048', '1001240049']",3,50,Opladen,Bigge Ost,Amprion,Q477318,de:Amprion,power,Bixterheide,route,220000,single,"upper half yellow, lower half red", , ,204, , , , , , , , , , , , , , , , 
243,1084021,"['27871140', '37533719', '27871900', '28871828', '37623141', '37623144', '28595143', '36799562', '22761839']",3,50,Dünnwald,Dünnwald Ost,Amprion,Q477318,de:Amprion,power,Opladen,route,220000,single, , , , , , , , , , , , , , , , , , , , 
244,1084022,"['29731351', '142938652', '22767509']",3,50, ,Mannstaedt Nord,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
245,1084023,"['22766160', '32110981', '34897791', '201153707', '201153702', '201153705', '201153708', '201153704']",3,50,Sechtem,Knapsack 2b,Amprion,Q477318,de:Amprion,power,Knapsack,route,220000,quad, , , , , , , , , , , , , , , , , , , , 
246,1084024,"['42858957', '58414561', '29026405']",3,50, ,Hörde - Wambel Ost,RWE,Q138133,de:RWE,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
247,1084025,"['49577401', '61025939', '61025940', '110700998', '29176354']",3,50, ,Delhoven West,RWE,Q138133,de:RWE,power, ,route,110000,double;single,black, , , , , , , , , , , , , , , , , , , 
248,1084026,"['979463600', '979463601', '38165879', '27523489', '28057922', '125145019', '42811260', '125579107', '263112105', '42488855', '36735214', '753669375', '269213635']",3,50, ,Erwitte - Lippborg Süd,Westnetz, , ,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
249,1084027,"['22767509', '142938690', '31794513', '414015951', '25209618', '22766160']",3,50,Siegburg,Troisdorf Ost,Amprion, , ,power,Sechtem,route,220000,double, , , , , , , , , , , , , , , , , , , , 
250,1084028,"['141161422', '116260538', '141161425', '27919734', '140176881', '37799220', '141161424', '32447583', '41311610']",3,50, ,Erft West,Westnetz, , ,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
251,1084029,"['152315136', '132505188', '152365875', '23084417', '24349425']",3,50, ,Goch Süd,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
252,1084030,"['53243831', '761095745', '99538881', '896582193', '896582186', '61007387', '896582198', '99530199', '896582195', '33845080', '180008191', '88284283']",3,50, ,Dieringhausen Ost,RWE, , ,power, ,route,110000,single,"upper half green, lower half red", , , , , , , , , , , , , , , , , , , 
253,1084031,"['88127401', '54053536', '54053537', '22762600']",3,50, ,Halfeshof Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,white with red X, , , , , , , , , , , , , , , , , , , 
254,1084032,"['27871140', '27799267', '37308796', '37308788', '37308789', '85083336', '35236478', '35236480', '35236473', '31910523', '31910528', '29374542']",3,50,Dünnwald,Merheim Ost,Amprion,Q477318,de:Amprion,power,Gremberghoven,route,220000,double;single, , , , , , , , , , , , , , , , , , , , 
255,1084033,"['22772503', '22772508']",3,50, ,Lülsdorf Nord,RWE,Q138133,de:RWE,power, ,route,110000,double, , , , , , , , , , , , , , , , , , , , 
256,1084035,"['42809973', '125579080', '145818592', '145818581', '975342351', '42858265', '42858363', '24414666']",3,50, ,Unna - Wambel,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
257,1084036,"['896582200', '896582197', '118903632', '47481854', '925577475', '133727082', '355712433', '92165118', '47482417', '925738574', '355712432', '63862758', '88455883', '33845080', '92165127', '152403632', '47481761']",3,50, ,Morsbach West,RWE,Q138133, ,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
258,1084037,"['27647938', '979463602', '979463603', '28516231', '42859871', '26408717', '49054121']",3,50, ,Erwitte - Verl,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
259,1084038,"['33548972', '32826471', '741714894', '33532411', '33884144', '92314604', '91274923', '741714897', '741714895']",3,50, ,Hoerstgen Süd,RWE, , ,power, ,route,110000, ,yellow, , , , , , , , , , , , , , , , , , , 
260,1084039,"['269369559', '269363047', '594321650', '594321653', '925828859', '594321647', '916562124', '909293437', '909293438', '909293439', '594321651', '121219183', '120410150', '120410145', '197981471', '916562133', '925828854', '761095743', '89300001', '916562129', '594321648', '197981057', '126118673', '916562132', '155511306', '157613270', '152184039', '197981472', '269026421', '197981815', '197981814', '92165128', '155511304']",3,50, ,Agger West,Westnetz,Q2807462,de:Westnetz,power, ,route,110000, ,yellow, , , , , , , , , , , , , , , , , , , 
261,1084040,"['27871140', '27799267', '37308796', '37308788', '37308789', '85083336', '35236478', '35236480', '35236473', '31910523', '31910528', '29374542']",3,50,Dünnwald,Merheim West,Amprion,Q477318,de:Amprion,power,Gremberghoven,route,220000,double;single, , , , , , , , , , , , , , , , , , , , 
262,1084041,"['47248237', '43354861', '47248240', '1002010566', '88455858']",3,50, ,Hennef Süd,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
263,1084042,"['23131095', '24686694', '701960068', '22746977', '109189025', '114697080']",3,50, ,Dormagen Ost,RWE,Q138133,de:RWE,power, ,route,110000,double;single,red, , , , , , , , , , , , , , , , , , , 
264,1084043,"['25204967', '630686745', '630686744', '33722751', '908175885', '98532535', '42423416', '42436308', '26648016', '26628285', '22768128']",3,50, ,Meckenheim Ost,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
265,1084044,"['49577401', '61025939', '61025940', '110700998', '29176354']",3,50, ,Delhoven Ost,RWE,Q138133,de:RWE,power, ,route,110000,double;single,violet, , , , , , , , , , , , , , , , , , , 
266,1084045,"['38165878', '979463600', '979463601', '38165879', '27523489', '28057922', '125145019', '42811260', '263112104', '125579106', '42488855', '36735214', '753669375', '269213635']",3,50, ,Erwitte - Lippborg Nord,Westnetz, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
267,1084046,"['22767509', '142938690', '25209619', '414015951', '414015959', '22766160']",3,50,Siegburg,Troisdorf West,Amprion, , ,power,Sechtem,route,220000,double, , , , , , , , , , , , , , , , , , , , 
268,1084047,"['1093469456', '141161422', '141161429', '141161428', '37799220', '140176887', '27919734', '113798918', '1088362925', '1088362924', '94059576', '342972522', '284376936', '24269008']",3,50, ,Ramrath Nord,Westnetz,Q2807462, ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
269,1084048,"['269369559', '269363047', '594321650', '594321653', '925828859', '594321647', '916562124', '909293437', '909293438', '909293439', '594321651', '121219183', '120410150', '92165132', '197981471', '916562134', '925828858', '761095743', '89300001', '916562129', '594321648', '197981057', '126118673', '916562131', '155511306', '145349732', '157613270', '152184039', '197981472', '269026421', '269026419', '197981814', '92165128']",3,50, ,Bomig Ltg.,Westnetz,Q2807462,de:Westnetz,power, ,route,110000, ,red, , , , , , , , , , , , , , , , , , , 
270,1084049,"['88762021', '88762024', '88762016', '30350388', '88118535', '36784603', '36784605', '36784600', '22762600']",3,50, ,Kürten Süd,RWE,Q138133,de:RWE,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
271,1084050,"['997652790', '186893994', '28007186', '42023918', '27800329', '37308789', '32705125', '28429447', '229251362', '31910523', '35236471', '28093001', '445368400']",3,50, ,Moitzfeld West,RWE,Q138133,de:RWE,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
272,1084051,"['142938618', '30510269', '416851883', '108833851', '127661036', '22767509']",3,50, ,Beuel West,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
273,1084341,"['42560071', '118587017', '118587018', '42560072', '741631072', '125579104', '263112100', '42488855', '42560068', '39444718', '1001842816', '1001842817', '241615295', '741639699', '41362066', '741639700']",3,50, ,Enniger - Lippborg Ost,Westnetz, , ,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
274,1084342,"['118549688', '42859871', '42859870', '48960948', '26622404']",3,50, ,Gütersloh - Lippstadt,RWE, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
275,1084343,"['875789266', '26383043', '26382720', '158794547', '875789267', '875789268', '118591556', '158794542', '39212590', '841965032', '38199295', '38935378', '49054150', '38935375']",3,50, ,Gütersloh - Verl,RWE,Q138133,de:RWE,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
276,1084344,"['35065398', '35012168', '24267051', '94059575', '24267175']",3,50, ,Speick Nord,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
277,1084345,"['42488850', '152317118', '269823874', '269823873', '116099936', '118436808', '42560074', '42560073', '227908075', '26626238', '741639709', '39248168', '875789256', '26383042']",3,50,Uentrop,Uentrop Süd (weiß),Amprion,Q477318,de:Amprion,power,Gütersloh,route,380000,quad,white, , , , , , , , , , , , , , , , , , , 
278,1084346,"['24850939', '62112958', '920169544', '53560655', '920178534', '53560654', '52705458']",3,50, ,Dorstfeld - Hafen,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
279,1084347,"['62112957', '53373744', '39947413', '284927139', '284695901', '284927137', '909266174', '284695902', '22964137', '52705458']",3,50, ,Dorstfeld - Kruckel Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
280,1084348,"['118587006', '42560070', '42560073', '227908075', '26626238', '741639709', '48960949', '26626236', '38612021', '741639710', '42560068', '518064146', '38526090', '42733155', '155511513', '273579895', '273579892', '155511512']",3,50, ,Enniger - Gütersloh Süd,Westnetz, , ,power, ,route,110000, ,blue, , , , , , , , , , , , , , , , , , , 
281,1084349,"['52705439', '284926867', '53544573', '53544571', '53544569', '32516198', '920238829', '70807486', '56030463', '52705458']",3,50, ,Dorstfeld - Knepper West,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,double,orange, , , , , , , , , , , , , , , , , , , 
282,1084350,"['24850939', '62112959', '920169544', '920208117', '24850585', '52693003', '24850727', '52705458']",3,50, ,Dorstfeld - Eving,RWE,Q138133,de:RWE,power, ,route,110000,double;single,violet, , , , , , , , , , , , , , , , , , , 
283,1084351,"['49054124', '26408717', '42859870', '48960948', '26626237', '875789266', '26383043', '26382720', '158794547', '875789267', '875789268', '38935378', '26622404', '39212566', '49054150', '158794542', '118591556', '49054121', '38935375']",3,50, ,Avenwedde,RWE,Q138133,de:RWE,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
284,1084354,"['115808258', '139551760', '139551767', '139541489', '139541490']",3,50, ,Velau Süd,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
285,1084355,"['870598504', '88061628', '30316064', '26565857', '391648756', '115569315', '30316066']",3,50, ,Mariaweiler West,RWE, , ,power, ,route,110000,double, , , , , , , , , , , , , , , , , , , , 
286,1084356,"['24839976', '59584544', '325327282', '109195940', '109195941', '95346140', '95346122', '95346128', '109195936', '79174487', '118416323', '118416311', '118416315', '118416317', '909299128', '909299129', '26593929', '26593933', '30281036', '909772766', '80130019', '143069423', '143069425', '143069429', '473786692', '31450986', '245548337', '29291584', '162460510', '222944673', '162176187', '26927264']",3,50,Rommerskirchen (DE),Selfkant weiss,Amprion,Q477318,de:Amprion,power,Maasbracht (NL),route,380000,quad,white,Capacity 1645 MVA,Oberzier (DE), , , , , , , , , , , , , , , , , 
287,1084357,"['870598504', '88061628', '30316064', '26565857', '391648756', '115569315', '30316066']",3,50, ,Mariaweiler Ost,RWE, , ,power, ,route,110000,double, , , , , , , , , , , , , , , , , , , , 
288,1084358,"['26593929', '26593934', '26593935']",3,50,Oberzier,Hambach 3c,Amprion, , ,power,Hambach,route,380000,quad,red, , , , , , , , , , , , , , , , , , , 
289,1084359,"['115808258', '139551760', '139551767', '139541489', '139541490']",3,50, ,Velau Nord,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
290,1084360,"['33537140', '207810072', '207810073']",3,50, ,Eschweiler West,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
291,1101142,"['24799890', '77179279', '77179292', '77179290', '69719498', '77179298', '114528745']",3,50, ,Krefeld West,RWE,Q138133,de:RWE,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
292,1101143,"['77179280', '77179255', '69719498', '77179298', '114528716']",3,50, ,St.Tönis Ost,RWE,Q138133,de:RWE,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
293,1101193,"['25091074', '71856928', '25788425', '60725329', '989041807', '706201043', '907802873', '907802872', '630224738', '504256147', '60725328', '906381479', '907802871', '60725327', '215588643', '442555164', '215588645', '215588444', '906387466', '105662953', '60495997', '215588644', '215588442']",2,16.7,Sw Kirchhellen,Sw Kirchhellen - Mehrhoog 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Mehrhoog,route,110000,single,orange;violet with yellow dot,größtenteils auf RWE-Masten, , , , , , , , , , , , , , , , , , 
294,1101214,"['110379579', '110379578', '77179247', '114528728']",3,50, ,Gladbach Ost,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
295,1101983,['30286002'],3,50, ,Rondorf Ost,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
296,1101984,"['27045595', '87610758', '87611956', '911758155', '25544159', '126615682', '87610753', '911761762', '762526806', '87607280', '87610754', '87611960', '911761763', '911761764']",3,50, ,Euskirchen Süd,Westnetz, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
297,1101985,"['275138487', '29079001', '174080463', '174080467', '34837564', '500519291', '500519272', '500519307']",2,16.7,Datteln,Datteln - Münster 1,DB Energie GmbH, , ,power,Münster,route,110000,double, , , , , , , , , , , , , , , , , , , , 
298,1101986,"['29461975', '29461976', '59608126', '29461980', '59608127', '69844546', '29079001', '275138487', '810437983', '500519272', '500519307']",2,16.7,Marl 1,Marl - Datteln 1,DB Energie GmbH, , ,power,Datteln,route,110000,single, , , , , , , , , , , , , , , , , , , , 
299,1101987,['23072322'],3,50, ,Frechen Ost,RWE,Q138133,de:RWE,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
300,1101988,"['24839976', '59584541', '325327280', '116050405', '24840438', '111356092', '24840439']",3,50,Niederaußem,Niederaußem 8h,Amprion,Q477318,de:Amprion,power,Rommerskirchen,route,380000,quad,red, , , , , , , , , , , , , , , , , , , 
301,1101989,"['28452784', '66676635', '66676624', '32039014', '975342352', '284926333', '284926334', '31340828', '284925711', '284925715', '921080509', '70807478', '833272821', '31340902']",3,50, ,Derne - Pöppinghausen Nord,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
302,1101990,"['28442013', '57862858', '57862865', '35971539', '201956118', '991635465', '92186550', '26593922', '26928877', '33219390', '95346122', '95346128', '109195938', '24841696', '118416312', '118416321', '909299124', '909299125', '26927264', '24756424', '95346117']",3,50, ,Grefrath West,Westnetz, , ,power, ,route,110000,double;single,blue, , , , , , , , , , , , , , , , , , , 
303,1101991,"['27919734', '37826246', '41374848', '41311607', '41311609', '41374847', '860272852', '207491508', '207491506', '41311610', '24267119']",3,50, ,Frimmersdorf 4d,Amprion, , ,power, ,route,220000,quad,black, , , , , , , , , , , , , , , , , , , 
304,1101992,"['27045595', '87610758', '87611956', '762526806', '911761762', '87607280', '87610755', '126615682', '126615683', '911758154', '87610754']",3,50, ,Euskirchen Nord,Westnetz, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
305,1101993,"['25331495', '71372460', '28069153', '500214522', '362059619', '23141659', '28360527', '28360293', '26380785']",2,16.7,Gerresheim,Gerresheim - Duisburg 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Duisburg,route,110000,single, ,Ersatzneubau Mai bis August 2011, , , , , ,"in Gerresheim ""Duisburg-Gerresheim"" beschriftet", , , , , , , , , , , , 
306,1101994,"['23692543', '19260540', '500214519', '500214516', '28442445']",2,16.7,Düsseldorf,Düsseldorf - Wickrath 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Wickrath,route,110000, , , , ,1, , , , , , , , , , , , , , , , 
307,1101995,['22772709'],3,50, ,Gleuel West,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
308,1101996,"['23084554', '22746955', '85928840', '701960055', '701960057', '22690852']",3,50,Brauweiler,Bocklemünd Süd,Amprion,Q477318,de:Amprion,power,Bocklemünd,route,220000,double,yellow, , , , , , , , , , , , , , , , , , , 
